Mzvalue,row ID,RT,Sample.0,Sample.1,Sample.2,Sample.3,Sample.4,Sample.5,Sample.6,Sample.7,Sample.8,Sample.9,Sample.10,Sample.11,Sample.12,Sample.13,Sample.14,Sample.15,Sample.15a,Sample.16,Sample.17,Sample.18,Sample.19,Sample.20,Sample.21a,Blank.1,Blank.2,Blank.3,Blank.4,Blank.5
350.0934364,3906,10.43088296,130144.6172,122341.1563,139687.5,159129,118051.5391,154157.8906,129565.875,120917.3672,172245.0781,145645.6875,68643.96875,150008.8281,148165.0313,122199.6172,158921.5625,143212.2344,137313.4375,121008.7188,84712.45313,90443.89063,162638.125,66931.67969,82811.42969,64506,57643.52344,55821.91016,56605.58203,46902.78906
373.4098132,3899,6.924792272,149703.5313,135642.375,145092.9531,172955.4688,136063,156029.625,141578.3125,130392.7969,179648.2031,156667.8281,102575.1563,154885.0625,159957.6094,128949.0234,164431.0156,152220.9844,149531.5469,141791.375,93526.32031,114276.0313,162814.5781,92819.14844,116125.9219,70812.90625,64072.39063,63369.56641,65352.50781,59601.13281
242.158562,3898,6.493130506,161111.4063,151788.7344,163936.4219,183963.5625,140928.4844,161828.0938,146918.5469,141636.5781,190854.6406,163452.1563,136263.9844,173871.9375,173264.8594,138990.9844,183686.8594,164717.125,174257.8281,171676.5,139345.1094,136108.6406,166704.4844,107362.2266,140685.125,71590.74219,69541.80469,65872.74219,66266.25781,61532.76172
562.3830087,3901,13.65085796,140346.3438,135790.625,146048.2188,164514.9219,133115.6719,146302.3125,137716.4688,126806.6172,180247.5938,151811.5313,100622.3438,147671.9375,160728.0781,124515.3828,167730.5469,146878.4219,148618.4063,126466.7344,97542.125,110759.3672,158603.0625,88508.07031,113087.0391,67483.17969,63505.23438,59908.33984,61762.6875,56259.30859
154.827459,3904,5.149702498,140691.0156,130597.4766,144230.0313,164494.1563,125685.2188,150001.6406,136722.7656,128575.0469,180085.9063,149213.1719,87782.22656,149454.8906,163037.625,129046.625,160316.4688,145507.1563,142228.2969,126971.75,95969.3125,104756.8672,165839.2031,80005,107353.5,65269.14063,58249.01563,58722.87891,58331.23438,52684.08984
224.9926293,3897,2.165348265,171062.8594,171223.7344,174747.5469,199121.0625,157395.7188,172955.4219,163147.7813,153877.8125,202796.2813,175238.8906,156199.7031,188180.1406,182909.8906,154866.6719,197855.3906,175973.6719,184390.4375,182544.7188,161276.4844,159254.9219,177193.125,142921.4375,172376.1406,79420.45313,74513.23438,72238.32031,72603.78906,69306.44531
426.8350043,3907,6.654248993,130994.8438,91311.71094,144920.1406,155013.0781,77900.66406,145762.125,112489.2422,102929.3828,182086.0625,144318.25,40989.78906,162784.7656,164225.125,128152.9219,170564.5625,145884.5469,141880.5469,111427.3281,50075.4375,48849.95703,162329.0625,24633.23438,29937.89063,60962.94531,54372.48438,48469.44531,56501.90625,34487.03516
337.1700964,3896,12.20821399,182484.625,178246.0938,183672.5,205280.7813,166516.4531,185182.5156,167938.6406,164142.6563,212594.3438,182985.4375,168605.8594,194076.9375,193609.1406,156426.875,202843.1094,190605.8906,195362.6563,194149.6094,171151.5938,158411.6875,186189.7031,143072,172847.0781,81357.64063,77255.77344,74772.22656,74533.71875,72518.23438
550.4918078,3902,5.456551696,144487.4375,137704.0313,149476.3125,165787.875,134530.625,152760.4531,137818.0313,127532.6094,181543.0625,148532.3125,95989.92969,152633.7188,162367.2344,127498.8594,167818.125,150738.6406,146083.6563,120453.5469,97470.03125,112542.7734,163815.9063,86449.92188,110570.625,67502.4375,61794.92188,60399.50391,60529.70313,56386.85938
18.70620545,2170,1.707869808,12327.83105,2100.777832,7959.600098,16176.73047,1739.682861,12283.01172,2814.491943,4035.73291,15411.80078,11321.53125,2003.76001,15585.88184,15704.11816,6624.666504,14393.88477,7672.959473,13670.50391,2890.127197,1744.454224,1435.203369,12553.87402,1458.102783,1732.875488,16950.75781,14719.77539,6243.437012,7600,2319.094238
408.9160513,2165,4.955426763,19923.84375,14109.02637,19121.94531,20456.95898,12604.41992,19631.27539,14959.75195,17965.71289,20901.06445,19484.00195,5388.416504,15816.04297,17128.49023,12648.89063,14812.02246,12938.93262,13207.83691,17441.07813,13630.09082,10759.18555,20369.64063,10938.21289,12376.0625,21415.16797,19585.85547,18918.50586,17795.54102,13264.66602
497.8086902,2151,10.50397192,21079.15625,15685.87695,21898.13867,21692.37695,16091.03027,21229.53711,18157.82813,20726.08984,22700.51367,21393.52148,8044.705078,17186.73047,17700.98047,16438.72656,16797.50391,15568.88281,17049.61133,21460.39844,18601.00586,13213.0332,21203.21484,16388.63672,14480.04004,22797.68945,22102.91797,20719.51758,20062.22852,15434.40723
199.4619769,2565,2.736183292,14223.29297,3608.72583,10636.4375,16630.82813,2876.908447,14412.07715,3658.712158,6599.722656,17218.66016,13297.56055,2109.60376,16595.97656,17082.39844,9528.65918,16294.4873,10265.73145,14984.87793,4464.90625,2267.004639,2250.811035,13059.69141,1976.47998,2054.362549,17117.49609,16150.80664,8480.422852,11373.38965,3357.672119
367.2047855,2153,9.004901445,20361.12891,15637.75293,21647.8125,21497.25781,14063.25684,20112.27344,17090.10742,19113.625,21584.0957,21838.56641,7393.580566,16973.23438,17987.43945,14849.57422,17426.4043,15053.83984,14958.83984,19165.2793,16830.79297,13251.73535,22676.22656,14732.19141,13845.1123,20744.50781,22488.03906,19307.48047,19978.45898,14393.63184
567.7562045,2747,14.66247795,17723.40234,9314.640625,14756.24023,18864.1875,9616.140625,17378.72656,10982.06641,14084.0166,20623.81445,16941.42578,7529.358398,17333.77734,18336.84375,12134.33691,18566.875,12006.77344,16712.7832,14924.04492,11387.63574,9270.44043,18697.06836,8465.837891,7998.467285,21992.98047,19235.85547,14349.48535,14369.8418,10289.44727
458.4130824,2345,5.790735222,18257.78906,10069.04297,14794.25977,19362.11133,8952.220703,17537.48633,10749.55957,15335.18555,21778.96094,17828.30469,7349.837402,19592.73047,20232.00195,13178.28906,19658.875,12044.95898,14955.59473,15203.81543,11667.79102,9751.19043,18483.72461,9061.391602,8230.285156,24871.56445,20886.67578,15907.0752,15881.03516,10174.13867
38.1261563,4002,1.124842358,15023.91992,5789.717773,10591.21875,17479.83594,3376.512451,13437.02637,6259.699219,5917.806641,20355.04102,15503.75391,2236.34375,18579.10547,18352.1543,9604.445313,18787.09375,10757.75781,16115.14258,3225.38623,2427.049805,2607.141602,16795,1817.556396,1845.706787,35603.96875,21332.06836,9949.186523,16385.70508,5948.540527
595.2446489,4005,3.599311041,17402.75,4373.947266,11699.90039,19203.42773,4088.913818,14784.27148,6235.619141,6379.680664,23705.80078,13964.73242,2378.360107,18119.13281,20029.60742,9304.407227,17994.71875,11348.92578,16854.18555,3327.597168,2780.855469,2299.625977,17191.91602,1579.354736,1766.09375,35555.04688,22636.03516,10056.37793,15211.25879,4936.685059
167.9774981,3977,5.525339177,17592.72266,8366.114258,14894.82324,20474.37109,6517.49707,16861.01172,9633.415039,13773.41797,23826.28125,16114.73535,3079.176758,19405.03125,20447.35547,13624.48145,18644.42773,13870.31152,16760.32227,9441.416016,3742.445068,3506.694336,19660.29688,1646.239136,2270.17749,35998.80859,24426.49609,19082.1582,23591.89844,9913.587891
474.9744325,3999,7.180439755,17384.49219,6706.024902,11705.20898,19290.09766,4135.718262,14765.11621,7753.333496,7326.587402,24645.95313,15336.11035,2677.058105,19151.73438,20544.23242,9513.291992,20072.82617,11275.35352,16428.14648,3827.282227,3015.636719,2477.135742,17626.36719,1872.802734,1955.686401,35860.41016,22028.67578,11529.42285,17268.03711,5644.333496
39.19398621,3973,5.019307317,15983.04199,13074.51074,17155.07031,23421.0332,10736.00488,18292.5625,13612.01074,15808.10645,22537.79688,16586.80664,5507.750488,18511.41602,19431.30078,13192.07617,18496.35742,14879.64258,16044.89453,11633.42871,6685.937012,7482.228027,17579.01367,4888.783203,6199.000488,34065.68359,28970.75586,25083.82813,24646.73633,16921.82422
535.0706782,3978,11.85922462,15993.21875,11105.30469,13805.38672,20540.52344,9353.637695,17885.07422,11505.97852,15946.44824,23056.08008,15841.88281,3791.122559,16024.65527,17527.34961,12437.11426,18327.28516,14150.03613,15655.37012,9777.22168,5313.575195,5210.095215,19326.96094,2726.664795,4005.071045,34216.29688,27055.94336,20954.21484,23531.73633,13159.04492
461.9443474,3976,8.976405261,17197.60742,13203.55566,18371.66406,22293.69727,9868.522461,18661.28711,12591.16016,16366.80664,22291.73438,17336.39648,5854.612793,20691.18164,20707.85156,14319.13672,19675.88086,14954.82129,16999.20313,10319.56348,7172.416016,7917.253906,19159.01758,4396.16748,5677.883301,37755.50391,28461.03125,23110.19922,23781.29883,16196.8125
237.263817,3975,7.411600738,16193.79883,10824.5498,16137,21919.83594,7260.284668,18132.57422,10576.43066,14623.34766,25786.46094,17497.54492,3673.165039,19672.70898,20374.5,14414.46973,20870.26367,14823.1582,16562.92188,9480.268555,5092.950684,4405.919922,18457.74609,2308.0979,3105.650879,36857.01953,27025.55664,22164.8125,23998.26758,11967.4375
566.153941,3939,4.649748697,21984.52148,15755.02344,17503.04297,25868.46875,14267.52832,21088.66211,15268.06543,20536.76172,26541.47656,20579.21094,12690.4248,23029.49609,22914.63477,16116.24023,23662.26953,15874.28711,20936.32813,17228.48242,13047.66699,13455.35449,20564.99609,11554.31641,12829.25391,39299.18359,34717.12891,30594.00391,29883.68945,26346.91016
243.51225,3963,12.13551023,17999.11914,14497.94629,16172.92969,22224.64648,11946.84277,19122.52539,13873.7627,17033.24805,23074.26758,17402.5293,7408.316895,18076.7832,22551.23438,13982.88867,19855.52539,16372.70508,17083.58203,11874.54297,7660.038086,8760.566406,19731.36719,6105.953125,7734.608398,36526.67578,31471.72266,26308.68359,26746.625,16905.88477
387.8336519,3943,13.8575544,22419.05078,15295.87598,17952.22852,26337.57813,14395.66309,20642.08398,15078.65527,20092.45313,26446.26172,20082.05469,12704.20313,21893.91602,23430.01953,15936.33594,22106.76367,16905.89063,20255.66016,16912.31641,12978.14063,14919.49902,20227.04883,11658.87402,12820.52441,39703.48828,36333.39063,32581.57422,29470.04102,25940.83008
591.3155394,3959,12.54579964,20212.80664,16184.04492,18441.07031,24892.62109,13423.5166,21210.33594,14837.23438,19097.89063,26759.77344,20095.07031,9840.124023,21045.30273,23153.42383,15859.1875,21931.95117,16263.8418,17915.4082,14483.4248,9311.445313,10985.53711,20936.66992,8573.036133,9861.703125,38513.85547,33681.75,27933.15039,27201.97852,20898.26172
564.2066125,3987,8.584891992,16833.61328,14479.66895,15518.9541,20059.86133,15629.24219,15435.24512,23496.81055,10576.28125,22872.15039,15356.37109,16709.48047,19433.77734,18405.96289,11739.16797,18185.62891,13887.40332,15864.05078,6717.834961,3293.835205,6082.624512,17406.71875,5455.000977,2333.913574,37389.62891,24796.98242,17226.69531,20787.5,8472.149414
310.6476645,3995,13.71869412,16839.54102,6368.446289,11654.38867,18156.39063,4486.012695,16243.05566,7309.681641,7296.885254,22393.75977,15864.94043,2757.641113,22298.96094,43971.20703,9719.575195,39465.19531,11678.53223,15735.45215,4518.98877,2260.058105,2750.827393,17127.32227,1510.722412,1750.224609,34562.63672,21214.27734,12328.07227,17966.61133,6464.756836
331.1736341,3947,5.053220862,20888.86914,15276.29785,19727.99805,22683.97656,12441.79199,20620.18164,14661.33398,20231.54102,24114.05078,19997.53711,13617.17969,21804.51172,23958.125,16104.83789,21981.48438,17805.67578,19473.45117,14361.22363,13716.3623,12595.85352,19411.33203,11489.67188,11505.67383,39730.26563,34110.91797,29659.27539,28938.40625,24296.02539
448.0711438,2414,3.433211734,33432.66016,14479.66895,34240.5625,18661.32227,15629.24219,29937.99219,23496.81055,16798.76563,25086.39453,34492.79297,16709.48047,19769.09766,18978.86719,38571.70313,19534.05664,30104.04688,34053.98047,11161.80176,6554.206543,6082.624512,21801.62109,5455.000977,2333.913574,35298.20313,23553.50781,14336.36328,19622.82422,8370.87793
59.5367857,2060,9.984323656,11214.12988,500,11212.42676,500,1722.035767,3964.906494,2576.778809,2892.335205,5429.03125,5330.693848,3928,28146.80664,14368.09961,10734.36133,17708.01758,500,501,2622.821045,4629.675293,1972.766846,7065.016602,1266.94165,500,500,501,500,501,500
